Sensor,Order,Year,Month,Day,hh,mm,5_mins,hourly_v,Occupancy,Speed,Count
I-35/80 EB @ Iowa 28,16,2018,5,25,17,0,0,4692,26.06666667,24.57480818,391
I-35/80 EB @ Iowa 28,16,2018,5,25,17,5,1,4776,20.66666667,29.21639447,398
I-35/80 EB @ Iowa 28,16,2018,5,25,17,10,2,4776,22.2,25.79302764,398
I-35/80 EB @ Iowa 28,16,2018,5,25,17,15,3,4896,22.4,25.29871324,408
I-35/80 EB @ Iowa 28,16,2018,5,25,17,20,4,4896,21.53333333,29.96936275,408
I-35/80 EB @ Iowa 28,16,2018,5,25,17,25,5,3996,16.2,33.25262763,333
I-35/80 EB @ Iowa 28,16,2018,5,25,17,30,6,4884,23,26.9041769,407
I-35/80 EB @ Iowa 28,16,2018,5,25,17,35,7,4740,22.66666667,28.72943038,395
I-35/80 EB @ Iowa 28,16,2018,5,25,17,40,8,4860,18.93333333,35.52160494,405
I-35/80 EB @ Iowa 28,16,2018,5,25,17,45,9,3972,10.6,61.2386707,331
I-35/80 EB @ Iowa 28,16,2018,5,25,17,50,10,3384,7.333333333,71.07047872,282
I-35/80 EB @ Iowa 28,16,2018,5,25,17,55,11,3480,7.6,71.78232759,290
I-35/80 EB @ Iowa 28,16,2018,5,25,18,0,0,3384,6.466666667,71.91046099,282
I-35/80 EB @ Iowa 28,16,2018,5,25,18,5,1,3624,7.533333333,71.56456954,302
I-35/80 EB @ Iowa 28,16,2018,5,25,18,10,2,3516,7.266666667,71.65742321,293
I-35/80 EB @ Iowa 28,16,2018,5,25,18,15,3,3816,7.333333333,73.13286164,318
I-35/80 EB @ Iowa 28,16,2018,5,25,18,20,4,3468,7.333333333,70.45631488,289
I-35/80 EB @ Iowa 28,16,2018,5,25,18,25,5,3564,7.6,70.93855219,297
I-35/80 EB @ Iowa 28,16,2018,5,25,18,30,6,3132,6.6,72.60057471,261
I-35/80 EB @ Iowa 28,16,2018,5,25,18,35,7,3192,6.466666667,71.19360902,266
I-35/80 EB @ Iowa 28,16,2018,5,25,18,40,8,2904,6.133333333,71.90857438,242
I-35/80 EB @ Iowa 28,16,2018,5,25,18,45,9,3156,6.866666667,71.26188213,263
I-35/80 EB @ Iowa 28,16,2018,5,25,18,50,10,2448,4.6,71.80453431,204
I-35/80 EB @ Iowa 28,16,2018,5,25,18,55,11,2496,5,71.46634615,208
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,0,0,4068,10.06666667,72.73230089,339
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,5,1,2736,6,74.16666667,337
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,10,2,1044,2.333333333,77.15517241,367
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,15,3,4752,10.46666667,75.02209596,396
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,20,4,4200,9,73.46785714,350
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,25,5,4260,10.33333333,71.75352113,355
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,30,6,4548,9.733333333,73.17941953,379
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,35,7,4524,10.2,74.18269231,377
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,40,8,4440,9.8,72.29054054,370
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,45,9,4524,10.4,73.27420424,377
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,50,10,4644,9.933333333,73.97771318,387
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,14,55,11,4092,9.133333333,72.41202346,341
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,0,0,4320,8.8,74.56944444,360
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,5,1,4548,9.733333333,72.10092348,379
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,10,2,4848,10.86666667,71.86726485,404
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,15,3,4932,11.06666667,72.57147202,411
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,20,4,4524,9.933333333,71.22513263,377
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,25,5,4968,10.53333333,72.55283816,414
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,30,6,4476,9.4,73.78351206,373
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,35,7,5184,10.66666667,72.99913194,432
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,40,8,4668,16.2,51.99871465,389
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,45,9,5112,14.6,54.38086855,426
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,50,10,5496,15.6,52.83842795,458
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,15,55,11,5268,16.4,50.28616173,439
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,0,0,5040,13.13333333,55.44791667,420
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,5,1,5208,16.2,48.52246544,434
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,10,2,5304,16.93333333,45.28987557,442
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,15,3,4536,27.26666667,29.27414021,378
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,20,4,4836,22.2,34.31141439,403
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,25,5,4860,17.4,43.22530864,405
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,30,6,4584,21.46666667,39.22938482,382
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,35,7,4908,15.06666667,48.68581907,409
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,40,8,4896,22.26666667,39.20802696,408
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,45,9,4716,19.13333333,40.64726463,393
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,50,10,5028,16.93333333,42.93854415,419
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,16,55,11,4584,22.53333333,32.97774869,382
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,0,0,4944,19.53333333,38.86832524,412
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,5,1,4728,18.46666667,38.61040609,394
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,10,2,4524,23.53333333,33.00232096,377
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,15,3,576,2.666666667,33.22916667,355
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,20,4,3756,15.13333333,40.25559105,396
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,25,5,4812,13.86666667,52.51091022,401
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,30,6,4224,20.86666667,35.16512784,352
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,35,7,4680,14,52.79807692,390
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,40,8,5016,13.13333333,56.73744019,418
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,45,9,4440,10.66666667,66.88682432,370
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,50,10,3708,7.666666667,72.45145631,309
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,17,55,11,3564,8,74.87794613,297
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,0,0,3612,7.666666667,76.68604651,301
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,5,1,3768,7.666666667,75.32643312,314
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,10,2,3552,7.333333333,74.3433277,296
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,15,3,3588,7.266666667,78.20861204,299
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,20,4,3684,8.266666667,73.61156352,307
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,25,5,3816,8.066666667,76.98309748,318
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,30,6,3648,7.8,75.66200658,304
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,35,7,3444,7.466666667,75.6402439,287
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,40,8,3360,7.2,75.62723214,280
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,45,9,3396,7.333333333,77.04063604,283
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,50,10,2952,5.666666667,74.58587398,246
I-35/80 EB @ NW Beaver Dr,17,2018,5,25,18,55,11,2676,5.2,75.95852018,223
I-35/80 EB @ NW 44th St,18,2018,5,25,14,0,0,4284,11.4,63.85329132,357
I-35/80 EB @ NW 44th St,18,2018,5,25,14,5,1,4188,10.2,66.50787966,349
I-35/80 EB @ NW 44th St,18,2018,5,25,14,10,2,4404,11.13333333,67.22070845,367
I-35/80 EB @ NW 44th St,18,2018,5,25,14,15,3,4752,10.86666667,68.82417929,396
I-35/80 EB @ NW 44th St,18,2018,5,25,14,20,4,4248,10,66.80967514,354
I-35/80 EB @ NW 44th St,18,2018,5,25,14,25,5,4308,10.8,65.93837047,359
I-35/80 EB @ NW 44th St,18,2018,5,25,14,30,6,4680,11.06666667,65.17467949,390
I-35/80 EB @ NW 44th St,18,2018,5,25,14,35,7,3960,9.533333333,68.57765152,330
I-35/80 EB @ NW 44th St,18,2018,5,25,14,40,8,4452,11,67.15296496,371
I-35/80 EB @ NW 44th St,18,2018,5,25,14,45,9,4668,11.33333333,65.35507712,389
I-35/80 EB @ NW 44th St,18,2018,5,25,14,50,10,4740,11,67.97310127,395
I-35/80 EB @ NW 44th St,18,2018,5,25,14,55,11,4080,10.06666667,67.20404412,340
I-35/80 EB @ NW 44th St,18,2018,5,25,15,0,0,3996,8.8,68.83821321,333
I-35/80 EB @ NW 44th St,18,2018,5,25,15,5,1,4836,12.46666667,65.74596774,403
I-35/80 EB @ NW 44th St,18,2018,5,25,15,10,2,4704,11.53333333,65.30612245,392
I-35/80 EB @ NW 44th St,18,2018,5,25,15,15,3,5124,12.4,63.03425059,427
I-35/80 EB @ NW 44th St,18,2018,5,25,15,20,4,4668,11.33333333,67.27988432,389
I-35/80 EB @ NW 44th St,18,2018,5,25,15,25,5,5196,12.53333333,66.25577367,433
I-35/80 EB @ NW 44th St,18,2018,5,25,15,30,6,4644,10.86666667,68.23158915,387
I-35/80 EB @ NW 44th St,18,2018,5,25,15,35,7,5124,12.33333333,64.91803279,427
I-35/80 EB @ NW 44th St,18,2018,5,25,15,40,8,4596,12.46666667,55.42428198,383
I-35/80 EB @ NW 44th St,18,2018,5,25,15,45,9,5148,14.33333333,53.41783217,429
I-35/80 EB @ NW 44th St,18,2018,5,25,15,50,10,4860,12.73333333,56.63271605,405
I-35/80 EB @ NW 44th St,18,2018,5,25,15,55,11,5244,15,49.67820366,437
I-35/80 EB @ NW 44th St,18,2018,5,25,16,0,0,5136,15,45.7958528,428
I-35/80 EB @ NW 44th St,18,2018,5,25,16,5,1,4788,14.13333333,53.77192983,399
I-35/80 EB @ NW 44th St,18,2018,5,25,16,10,2,5088,13.6,49.09050708,424
I-35/80 EB @ NW 44th St,18,2018,5,25,16,15,3,4680,13.86666667,46.24038462,390
I-35/80 EB @ NW 44th St,18,2018,5,25,16,20,4,4812,14.06666667,49.82387781,401
I-35/80 EB @ NW 44th St,18,2018,5,25,16,25,5,4320,12.73333333,47.41145833,360
I-35/80 EB @ NW 44th St,18,2018,5,25,16,30,6,4620,15.4,40.00162338,385
I-35/80 EB @ NW 44th St,18,2018,5,25,16,35,7,4428,14.6,42.37296748,369
I-35/80 EB @ NW 44th St,18,2018,5,25,16,40,8,4584,14.13333333,46.549411,382
I-35/80 EB @ NW 44th St,18,2018,5,25,16,45,9,4368,14.06666667,45.69196429,364
I-35/80 EB @ NW 44th St,18,2018,5,25,16,50,10,4896,14.93333333,43.79289216,408
I-35/80 EB @ NW 44th St,18,2018,5,25,16,55,11,4200,12.8,44.49642857,350
I-35/80 EB @ NW 44th St,18,2018,5,25,17,0,0,4356,12.13333333,49.25964187,363
I-35/80 EB @ NW 44th St,18,2018,5,25,17,5,1,4320,13,47.12152778,360
I-35/80 EB @ NW 44th St,18,2018,5,25,17,10,2,4224,13,47.79296875,352
I-35/80 EB @ NW 44th St,18,2018,5,25,17,15,3,4752,13.86666667,48.04135101,396
I-35/80 EB @ NW 44th St,18,2018,5,25,17,20,4,4560,13.6,47.89967105,380
I-35/80 EB @ NW 44th St,18,2018,5,25,17,25,5,4416,14.06666667,43.4205163,368
I-35/80 EB @ NW 44th St,18,2018,5,25,17,30,6,4260,13.33333333,47.02464789,355
I-35/80 EB @ NW 44th St,18,2018,5,25,17,35,7,4416,13.4,53.02819294,368
I-35/80 EB @ NW 44th St,18,2018,5,25,17,40,8,4824,13.86666667,52.97574627,402
I-35/80 EB @ NW 44th St,18,2018,5,25,17,45,9,4644,13.6,50.13242894,387
I-35/80 EB @ NW 44th St,18,2018,5,25,17,50,10,3660,9.533333333,62.24385246,305
I-35/80 EB @ NW 44th St,18,2018,5,25,17,55,11,3648,8.333333333,68.24424342,304
I-35/80 EB @ NW 44th St,18,2018,5,25,18,0,0,3444,7.733333333,70.13501742,287
I-35/80 EB @ NW 44th St,18,2018,5,25,18,5,1,3840,8.933333333,68.26367188,320
I-35/80 EB @ NW 44th St,18,2018,5,25,18,10,2,3564,8.266666667,68.54166667,297
I-35/80 EB @ NW 44th St,18,2018,5,25,18,15,3,3876,8.666666667,69.64783282,323
I-35/80 EB @ NW 44th St,18,2018,5,25,18,20,4,3600,8.133333333,68.97291667,300
I-35/80 EB @ NW 44th St,18,2018,5,25,18,25,5,3732,8.733333333,70.40192926,311
I-35/80 EB @ NW 44th St,18,2018,5,25,18,30,6,3564,8.466666667,70.16203704,297
I-35/80 EB @ NW 44th St,18,2018,5,25,18,35,7,3372,7.533333333,70.90524911,281
I-35/80 EB @ NW 44th St,18,2018,5,25,18,40,8,3324,8.2,69.71570397,277
I-35/80 EB @ NW 44th St,18,2018,5,25,18,45,9,3360,7.933333333,68.75223214,280
I-35/80 EB @ NW 44th St,18,2018,5,25,18,50,10,2676,6.066666667,71.61995516,223
I-35/80 EB @ NW 44th St,18,2018,5,25,18,55,11,2436,5.466666667,74.31342365,203
